WKT,name,description
"POLYGON ((77.7033419 12.902562, 77.6998014 12.8948439, 77.7032776 12.8956387, 77.7044148 12.8910998, 77.7126653 12.8973643, 77.7120538 12.8980441, 77.712322 12.8994246, 77.7107448 12.9004599, 77.7060456 12.8992677, 77.7050478 12.9015476, 77.7033419 12.902562))",CMR GPS ,
